aflt_id,biz_no,aflt_nm,zip_cd,addrs,addrs2,small_td,ctgr_cd,business,ctgry,onln_excu_yn,close_yn,ctgrNew
202106979449,1011088759,벤츠,3189,"서울특별시 종로구종로8길15-1(관철동,지하1층)",벤츠,1,56211,숙박 및 음식점업,일반 유흥 주점업,,,56
202106979697,6903400297,명랑시대쌀핫도그,3192,"서울특별시 종로구종로112,1층(종로3가)",명랑시대쌀핫도그,1,56199,숙박 및 음식점업,간이 음식 포장 판매 전문점,,,56
202106979710,6912700889,좋은 날,3193,"서울특별시 종로구종로22길25,1층특5호(장사동,태성빌딩)",좋은 날,1,56221,숙박 및 음식점업,커피 전문점,,,56
202106980330,1011138576,커피향기,3125,서울특별시 종로구종로41가길12-1(종로6가),커피향기,1,56194,숙박 및 음식점업,김밥 및 기타 간이 음식점업,,,56
202106980339,7560500016,코피오,3186,"서울특별시 종로구새문안로92,B1층103호(신문로1가,광화문오피시아빌딩)",코피오,1,56221,숙박 및 음식점업,커피 전문점,Y,Y,56
202106981857,1011254724,이자까야 와라이,3151,"서울특별시 종로구율곡로4길66,7층동(수송동)",이자까야 와라이,1,56122,숙박 및 음식점업,일식 음식점업,,,56
202106981131,8362500377,카페 키이로(CAFE KIIRO),3079,"서울특별시 종로구창경궁로26길41-3,2층(명륜4가)",카페 키이로(CAFE KIIRO),1,56221,숙박 및 음식점업,커피 전문점,,,56
202106981140,8367100374,맨드라미 키친클럽,3074,"서울특별시 종로구성균관로6-5,1호(명륜2가)",맨드라미 키친클럽,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202106981159,8390101855,박카스,3189,"서울특별시 종로구삼일대로17길50,3층1호(관철동)",박카스,1,56211,숙박 및 음식점업,일반 유흥 주점업,,,56
201903101467,1011247524,치골뱅,3053,서울특별시 종로구삼청로106,1층,1,56129,음식,기타음식,,,56
202106981162,8391601295,예은병과,3007,서울특별시 종로구진흥로4731층,예은병과,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
202106981900,1011276714,더（The）9．2,3041,서울특별시 종로구자하문로1길13더9.2,더（The）9．2,1,56111,숙박 및 음식점업,한식 일반 음식점업,,,56
